0824,22.88
0825,22.88
0826,22.88
0827,22.88
0828,22.88
0829,22.88
0830,22.88
0831,
0832,22.88
0833,22.75
0834,22.75
0835,22.75
0836,22.75
0837,22.75
0838,22.75
0839,22.75
0840,22.75
0841,22.75
0842,22.62
0843,22.62
0844,22.62
0845,22.62
0846,22.62
0847,22.62
0848,
0849,22.62
0850,22.50
0851,22.50
0852,22.50
0853,22.50
0854,22.50
0855,22.50
0856,22.38
0857,22.38
0858,22.38
0859,22.38
0900,22.38
0901,22.38
0902,22.25
0903,22.25
0904,22.25
0905,
0906,22.25
0907,22.25
0908,22.25
0909,22.12
0910,22.12
0911,22.12
0912,22.12
0913,22.12
0914,22.12
0915,22.12
0916,22.00
0917,22.00
0918,22.00
0919,22.00
0920,22.00
0921,22.00
0922,
0923,22.00
0924,21.88
0925,21.88
0926,21.88
0927,21.88
0928,21.88
0929,21.88
0930,21.88
0931,21.88
0932,21.75
0933,21.75
0934,21.75
0935,21.75
0936,21.75
0937,21.75
0938,21.75
0939,
0940,21.75
0941,21.75
0942,21.62
0943,21.62
0944,21.62
0945,21.62
0946,21.62
0947,21.62
0948,21.62
0949,21.62
0950,21.62
0951,21.50
0952,21.50
0953,21.50
0954,21.50
0955,21.50
0956,
0957,21.50
0958,21.50
0959,21.50
1000,21.50
1001,21.50
1002,21.50
1003,21.38
1004,21.38
1005,21.38
1006,21.38
1007,21.38
1008,21.38
1009,21.38
1010,21.38
1011,21.38
1012,21.38
1013,
1014,21.38
1015,21.38
1016,21.38
1017,21.25
1018,21.25
1019,21.25
1020,21.25
1021,21.25
1022,21.25
1023,21.38
1024,21.38
1025,21.38
1026,21.38
1027,21.38
1028,21.38
1029,21.50
1030,
1031,21.50
1032,21.62
1033,21.62
1034,21.62
1035,21.75
1036,21.75
1037,21.75
1038,21.88
1039,21.88
1040,21.88
1041,22.00
1042,22.00
1043,22.00
1044,22.12
1045,22.12
1046,22.12
1047,
1048,22.25
1049,22.25
1050,22.38
1051,22.38
1052,22.50
1053,22.50
1054,22.50
1055,22.62
1056,22.62
1057,22.62
1058,22.62
1059,22.75
1100,22.75
1101,22.75
1102,22.88
1103,22.88
1104,
1105,22.88
1106,22.88
1107,22.88
1108,22.88
1109,23.00
1110,23.00
1111,23.00
1112,23.00
1113,23.00
1114,23.00
1115,23.00
1116,23.00
1117,23.00
1118,22.88
1119,22.88
1120,22.88
1121,
1122,22.88
1123,22.88
1124,22.88
1125,22.88
1126,22.88
1127,22.88
1128,22.88
1129,22.88
1130,22.75
1131,22.75
1132,22.75
1133,22.75
1134,22.75
1135,22.75
1136,22.75
1137,22.75
1138,
1139,22.62
1140,22.62
1141,22.62
1142,22.62
1143,22.62
1144,22.62
1145,22.62
1146,22.62
1147,22.62
1148,22.62
1149,22.50
1150,22.50
1151,22.50
1152,22.50
1153,22.50
1154,22.50
1155,
1156,22.38
1157,22.38
1158,22.38
1159,22.38
1200,22.38
1201,22.38
1202,22.38
1203,22.38
1204,22.25
1205,22.25
1206,22.25
1207,22.25
1208,22.25
1209,22.25
1210,22.25
1211,22.25
1212,
1213,22.12
1214,22.12
1215,22.12
1216,22.12
1217,22.12
1218,22.12
1219,22.12
1220,22.12
1221,22.12
1222,22.00
1223,22.00
1224,22.00
1225,22.00
1226,22.00
1227,22.00
1228,22.00
1229,
1230,21.88
1231,21.88
1232,21.88
1233,21.88
1234,21.88
1235,21.88
1236,21.88
1237,21.88
1238,21.88
1239,21.75
1240,21.75
1241,21.75
